RA,ANO,Fase,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,Defas,Atingiu_PV,EM_RISCO
RA-1368,2024,0,8.6012,7.0,10.0,7.5,9.5,7.5,7.5,10.0,0,,0
RA-1369,2024,0,8.052286957,8.5,8.6,6.3,8.0,7.5,7.5,10.0,0,,0
RA-978,2024,0,7.4637,9.5,9.5,6.3,6.5,6.9,7.5,5.0,-1,,0
RA-1370,2024,0,8.045644444,10.0,8.7,7.5,9.0,7.5,7.5,5.0,-1,,0
RA-1371,2024,0,6.484352174,7.5,7.0,7.5,4.5,6.9,7.5,5.0,-1,,0
RA-1372,2024,0,7.9632,9.5,10.0,8.1,4.8,7.5,7.5,10.0,0,,0
RA-1373,2024,0,7.577286957,9.5,8.9,7.5,6.8,7.5,7.5,5.0,-1,,0
RA-1374,2024,0,7.370765217,9.5,9.3,7.5,5.3,7.5,7.5,5.0,-1,,0
RA-1375,2024,0,8.1012,9.5,10.0,7.5,8.3,7.5,7.5,5.0,-1,,0
RA-1376,2024,0,8.274276923,9.0,9.6,7.5,9.8,7.5,7.5,5.0,-1,,0
RA-994,2024,0,7.798221739,9.0,9.5,6.9,8.3,6.9,7.3,5.0,-1,,0
RA-1377,2024,0,7.8987,9.0,10.0,8.1,5.5,6.9,7.0,10.0,0,,0
RA-1378,2024,0,7.670342857,9.0,9.3,8.1,6.8,7.5,7.5,5.0,-1,,0
RA-1379,2024,0,6.638292105,9.5,8.7,3.8,7.3,5.9,5.2,5.0,-1,,0
RA-1380,2024,0,7.964342231,9.5,8.8,4.4,8.0,7.2,7.5,10.0,0,,0
RA-770,2024,0,7.305711278,10.0,9.0,7.5,5.0,7.5,7.5,5.0,-1,,0
RA-1381,2024,0,9.0382,9.5,10.0,8.1,9.5,8.8,7.5,10.0,0,,0
RA-1382,2024,0,7.834830952,8.5,9.8,7.5,7.5,7.8,7.5,5.0,-1,,0
RA-1383,2024,0,8.372080326,8.5,9.3,7.5,8.5,7.2,7.5,10.0,0,,0
RA-1384,2024,0,6.221984461,8.0,7.6,7.5,5.0,6.3,5.2,5.0,-2,,0
RA-1385,2024,0,7.7262,10.0,10.0,4.4,8.0,6.9,7.5,5.0,-1,,0
RA-1386,2024,0,7.803580952,9.0,9.8,7.5,7.3,7.5,7.5,5.0,-1,,0
RA-1387,2024,0,7.803079699,9.5,8.8,7.5,8.0,7.5,7.5,5.0,-1,,0
RA-1388,2024,0,7.015057143,9.0,8.2,6.9,5.0,7.5,7.7,5.0,-1,,0
RA-1389,2024,0,8.980533333,9.0,9.8,6.9,10.0,7.5,8.4,10.0,0,,0
RA-1390,2024,0,8.493033333,9.5,9.8,5.0,8.3,7.5,8.4,10.0,0,,0
RA-1391,2024,0,8.843533333,8.5,9.3,7.5,10.0,7.5,8.2,10.0,0,,0
RA-1392,2024,0,5.4262,9.0,5.6,7.5,0.0,7.5,7.0,5.0,-1,,1
RA-1393,2024,0,7.2597,9.5,7.5,3.8,5.0,7.5,8.4,10.0,0,,0
RA-990,2024,1,7.812283333,9.5,7.5,7.5,8.0,8.4,8.3,5.0,-1,,0
RA-1394,2024,1,7.503255556,9.5,8.7,7.5,5.8,8.1,8.0,5.0,-1,,0
RA-991,2024,1,7.057230303,9.0,8.2,6.3,6.5,7.5,6.7,5.0,-1,,0
RA-1018,2024,1,7.705404545,8.5,7.7,6.3,8.3,8.4,8.5,5.0,-1,,0
RA-1395,2024,1,8.599783333,9.5,10.0,7.5,7.8,7.8,7.8,10.0,0,,0
RA-1396,2024,1,7.8477,9.5,10.0,7.5,6.5,8.1,7.7,5.0,-1,,0
RA-1025,2024,1,7.897071212,9.0,7.7,7.5,9.0,8.4,7.8,5.0,-1,,0
RA-1019,2024,1,8.692255195,9.5,9.3,6.3,8.8,7.8,8.6,10.0,0,,0
RA-879,2024,1,8.109631818,9.5,9.1,6.3,8.5,7.8,8.7,5.0,-1,,0
RA-1020,2024,1,8.954495455,9.0,9.8,6.9,9.0,8.4,8.8,10.0,0,,0
RA-1021,2024,1,8.098586364,9.5,9.3,7.5,8.0,8.4,8.0,5.0,-1,,0
RA-1022,2024,1,7.613169697,9.5,9.3,6.3,6.5,7.5,8.1,5.0,-1,,0
RA-1397,2024,1,7.828033333,9.0,10.0,6.3,7.0,8.1,7.9,5.0,-1,,0
RA-699,2024,1,6.427771212,6.3,7.7,6.3,6.5,6.6,5.8,5.0,-1,,0
RA-1398,2024,1,7.989700527,6.9,9.6,7.5,8.0,8.1,8.6,5.0,-1,,0
RA-871,2024,1,7.291729315,8.5,9.3,4.4,7.3,5.3,5.8,10.0,0,,0
RA-1399,2024,1,7.438578788,9.0,9.8,5.0,6.0,7.5,8.2,5.0,-1,,0
RA-873,2024,1,7.61095,8.0,10.0,6.9,6.8,7.2,7.8,5.0,-2,,0
RA-898,2024,1,7.866133333,6.4,10.0,7.5,7.5,7.5,8.6,5.0,-1,,0
RA-750,2024,1,4.542230369,6.2,5.9,4.4,3.8,4.1,3.2,5.0,-2,,1
RA-899,2024,1,8.425024769,10.0,9.1,5.6,8.3,8.1,7.9,10.0,0,,0
RA-878,2024,1,6.533556061,9.0,6.1,4.4,6.8,7.2,7.0,5.0,-1,,0
RA-893,2024,1,8.891033333,9.0,10.0,7.5,9.3,8.1,7.9,10.0,0,,0
RA-1024,2024,1,8.651616667,8.0,10.0,7.5,10.0,8.4,8.8,5.0,-1,,0
RA-900,2024,1,8.80200303,9.0,9.3,8.1,8.5,8.1,8.6,10.0,0,,0
RA-903,2024,1,8.075828788,10.0,9.8,7.5,5.0,7.8,7.9,10.0,0,,0
RA-1400,2024,1,7.622839526,8.4,6.7,7.5,7.3,7.5,7.5,10.0,0,,0
RA-851,2024,1,6.211460211,9.0,7.3,5.6,6.0,5.6,5.1,5.0,-1,,0
RA-1028,2024,1,7.14043386,8.0,7.1,5.6,7.5,6.9,8.4,5.0,-2,,0
RA-922,2024,1,8.520995455,9.0,9.5,7.5,7.8,7.8,8.2,10.0,0,,0
RA-684,2024,1,7.769381818,10.0,9.1,7.5,4.3,7.5,8.0,10.0,0,,0
RA-1031,2024,1,6.875722727,9.5,8.6,7.5,6.3,5.3,5.8,5.0,-1,,0
RA-892,2024,1,8.6977,8.0,10.0,7.5,8.8,8.1,7.9,10.0,0,,0
RA-1029,2024,1,7.797790909,9.0,8.8,6.9,8.8,7.5,7.3,5.0,-1,,0
RA-1032,2024,1,8.01645,8.5,9.8,7.5,8.0,7.8,7.9,5.0,-1,,0
RA-894,2024,1,8.67895,10.0,10.0,7.5,9.5,8.4,8.4,5.0,-1,,0
RA-1401,2024,1,8.118827778,6.9,8.9,7.5,10.0,7.8,8.1,5.0,-2,,0
RA-896,2024,1,8.285245455,8.5,9.8,7.5,6.5,8.1,8.1,10.0,0,,0
RA-693,2024,1,8.907995455,10.0,9.5,9.4,8.0,7.8,8.4,10.0,0,,0
RA-743,2024,1,7.655745455,9.0,9.3,7.5,7.0,7.5,7.5,5.0,-1,,0
RA-681,2024,1,6.039881818,9.5,7.8,6.3,2.5,5.6,6.7,5.0,-1,,0
RA-1035,2024,1,7.833495455,9.5,9.0,7.5,7.0,8.4,7.9,5.0,-1,,0
RA-850,2024,1,7.864245455,10.0,9.3,6.3,7.8,7.5,7.9,5.0,-1,,0
RA-1402,2024,1,8.588040909,10.0,9.5,7.5,7.3,8.4,8.2,10.0,0,,0
RA-1403,2024,1,8.257421862,9.0,9.3,7.5,8.8,8.4,8.3,5.0,-1,,0
RA-1404,2024,1,8.397131818,8.5,9.1,7.5,7.5,8.4,8.2,10.0,0,,0
RA-923,2024,1,7.688609091,8.0,8.0,7.5,5.5,8.1,8.2,10.0,0,,0
RA-847,2024,1,5.009290909,9.0,4.5,5.0,1.0,7.5,6.2,5.0,-1,,1
RA-1405,2024,1,8.474972727,8.0,8.6,7.5,8.8,8.1,8.2,10.0,0,,0
RA-1406,2024,1,7.818677273,8.0,8.9,7.5,7.5,8.4,8.3,5.0,-1,,0
RA-1407,2024,1,7.546086364,10.0,9.3,7.5,5.8,7.8,7.5,5.0,-1,,0
RA-1408,2024,1,7.626768182,10.0,8.4,7.5,6.8,8.4,7.5,5.0,-1,,0
RA-1409,2024,1,7.863131818,10.0,9.1,7.5,7.3,8.4,7.5,5.0,-1,,0
RA-1410,2024,1,7.531927273,9.0,8.1,7.5,6.3,8.8,8.2,5.0,-1,,0
RA-874,2024,1,7.023593939,9.5,4.7,6.3,7.8,8.8,7.9,5.0,-1,,0
RA-1411,2024,1,6.88695,9.0,9.5,6.3,2.8,8.4,7.8,5.0,-1,,0
RA-1412,2024,1,9.204671862,10.0,9.3,7.5,9.8,8.8,8.8,10.0,0,,0
RA-690,2024,1,7.385368182,7.9,8.4,7.5,6.3,8.4,7.8,5.0,-1,,0
RA-1413,2024,1,7.747564719,9.0,8.6,7.5,7.3,8.4,7.9,5.0,-2,,0
RA-1414,2024,1,8.840007359,9.5,9.3,6.9,8.5,8.8,8.8,10.0,0,,0
RA-995,2024,1,5.110372078,10.0,5.4,5.6,2.0,7.2,4.3,5.0,-2,,1
RA-853,2024,1,7.986866667,8.5,9.6,6.3,6.3,8.3,7.6,10.0,0,,0
RA-854,2024,1,7.8262,9.5,10.0,6.3,7.0,5.8,6.3,10.0,0,,0
RA-1415,2024,1,7.371245455,8.0,9.8,6.3,6.8,7.3,7.1,5.0,-1,,0
RA-842,2024,1,7.072914756,8.5,7.5,6.3,7.5,6.9,7.0,5.0,-1,,0
RA-700,2024,1,7.005745455,8.5,9.6,5.6,5.3,7.3,7.0,5.0,-1,,0
RA-1416,2024,1,7.37550303,8.5,8.3,7.5,7.8,7.9,6.4,5.0,-1,,0
RA-911,2024,1,5.455245455,8.0,4.8,7.5,4.5,6.0,4.7,5.0,-2,,1
RA-859,2024,1,8.581790909,8.0,9.3,7.5,8.0,9.0,8.3,10.0,0,,0
RA-860,2024,1,8.773866667,9.0,9.8,7.5,8.5,8.8,7.9,10.0,0,,0
RA-727,2024,1,8.44700303,10.0,8.5,6.3,8.5,8.1,8.1,10.0,0,,0
RA-1417,2024,1,7.743624242,9.0,9.3,7.5,9.0,6.3,6.5,5.0,-1,,0
RA-910,2024,1,8.116381818,8.5,8.7,7.5,7.5,7.9,7.4,10.0,0,,0
RA-840,2024,1,8.591290909,9.5,9.3,7.5,8.0,8.3,7.9,10.0,0,,0
RA-926,2024,1,7.783078788,9.0,9.8,7.5,7.0,8.3,7.2,5.0,-1,,0
RA-1418,2024,1,7.735290909,8.5,9.1,7.5,8.3,7.9,6.8,5.0,-1,,0
RA-927,2024,1,7.992169697,8.0,9.3,7.5,6.5,8.3,7.2,10.0,0,,0
RA-672,2024,1,4.211813834,7.9,4.0,6.3,0.0,6.0,4.5,5.0,-1,,1
RA-1043,2024,1,7.539847563,10.0,8.0,7.5,8.3,7.3,6.6,5.0,-1,,0
RA-738,2024,1,7.262698024,10.0,7.3,6.9,7.3,6.9,7.4,5.0,-1,,0
RA-1419,2024,1,8.7537,8.5,10.0,7.5,7.5,9.0,8.8,10.0,0,,0
RA-704,2024,1,6.812115679,7.5,8.6,5.6,6.5,6.5,6.6,5.0,-1,,0
RA-705,2024,1,5.294247619,9.0,6.4,5.0,3.5,5.6,4.2,5.0,-1,,1
RA-822,2024,1,5.264567852,0.0,4.6,5.0,6.8,6.7,6.6,5.0,-2,,1
RA-740,2024,1,8.161100527,9.0,9.6,7.5,8.0,8.5,8.2,5.0,-1,,0
RA-741,2024,1,5.079588537,8.4,5.3,5.0,3.8,5.8,4.2,5.0,-1,,1
RA-1420,2024,1,5.6558,7.9,5.5,6.3,4.5,6.5,5.4,5.0,-2,,1
RA-709,2024,1,6.833780896,7.4,8.0,7.5,6.0,6.9,6.8,5.0,-1,,0
RA-1421,2024,1,7.126922222,9.0,6.8,7.5,7.5,6.9,7.2,5.0,-1,,0
RA-1422,2024,1,7.0132,9.5,7.5,7.5,4.8,8.1,7.7,5.0,-1,,0
RA-1423,2024,1,6.40345,8.5,5.3,7.5,5.8,7.8,6.5,5.0,-1,,0
RA-733,2024,1,8.808825,10.0,10.0,7.5,9.3,8.9,9.1,5.0,-1,,0
RA-836,2024,1,6.023453788,9.5,6.4,7.5,2.8,7.3,6.3,5.0,-1,,0
RA-1424,2024,1,7.554338889,9.0,8.9,7.5,7.3,7.8,6.9,5.0,-1,,0
RA-1425,2024,1,6.82909881,9.0,6.8,7.5,7.0,7.3,5.9,5.0,-1,,0
RA-1426,2024,1,5.836747619,9.5,5.8,7.5,2.8,7.5,5.8,5.0,-1,,1
RA-716,2024,1,6.237294368,9.0,5.5,7.5,5.8,6.7,5.8,5.0,-1,,0
RA-1049,2024,1,6.821885606,9.5,8.0,7.5,4.5,7.7,6.7,5.0,-1,,0
RA-1427,2024,1,8.425325,9.5,10.0,7.5,8.0,8.9,8.7,5.0,-1,,0
RA-1052,2024,1,7.744032576,5.8,9.1,6.3,8.3,8.6,8.5,5.0,-1,,0
RA-719,2024,1,7.11939697,10.0,7.3,7.5,6.5,7.5,6.7,5.0,-1,,0
RA-1055,2024,1,6.403040909,10.0,5.8,7.5,5.5,7.2,5.9,5.0,-2,,0
RA-747,2024,1,5.845080952,10.0,8.1,5.0,2.3,7.1,5.3,5.0,-2,,1
RA-928,2024,1,8.873366667,8.0,10.0,7.5,8.8,8.5,8.6,10.0,0,,0
RA-748,2024,1,8.2272,9.5,10.0,7.5,7.8,8.8,8.0,5.0,-1,,0
RA-769,2024,1,7.099342857,10.0,6.0,7.5,6.0,7.9,8.3,5.0,-1,,0
RA-876,2024,1,7.612057143,8.5,9.0,7.5,3.8,8.3,8.1,10.0,0,,0
RA-776,2024,1,5.178509524,7.9,6.0,5.6,0.0,8.3,6.5,5.0,-1,,1
RA-753,2024,1,8.245057143,10.0,9.0,7.5,8.5,8.3,8.3,5.0,-1,,0
RA-601,2024,1,8.5107,9.5,10.0,7.5,8.8,8.8,8.4,5.0,-1,,0
RA-955,2024,1,6.245452381,0.0,6.9,7.5,5.8,8.1,8.3,5.0,-1,,0
RA-831,2024,1,8.006628572,10.0,9.5,6.3,7.8,7.9,8.2,5.0,-1,,0
RA-1067,2024,1,7.840033333,10.0,8.3,7.5,6.8,8.5,8.6,5.0,-1,,0
RA-1058,2024,1,7.703347619,9.2,8.1,6.9,7.8,8.1,8.1,5.0,-1,,0
RA-757,2024,1,7.938842857,9.5,9.3,7.5,7.0,8.1,8.3,5.0,-1,,0
RA-794,2024,1,7.145652381,9.5,6.9,7.5,3.0,8.1,8.3,10.0,0,,0
RA-960,2024,1,5.286047619,0.0,8.1,7.5,3.0,7.5,5.3,5.0,-1,,1
RA-587,2024,1,6.817057143,9.0,7.4,7.5,6.3,7.9,5.7,5.0,-2,,0
RA-826,2024,1,7.9442,10.0,10.0,6.3,6.8,7.5,8.6,5.0,-1,,0
RA-789,2024,1,8.044390476,9.0,9.0,7.5,5.3,9.2,8.1,10.0,0,,0
RA-1056,2024,1,8.192009524,8.5,9.3,7.5,8.3,9.2,8.3,5.0,-1,,0
RA-1428,2024,1,8.006108497,8.5,8.9,7.5,8.0,9.2,8.1,5.0,-1,,0
RA-830,2024,1,7.137342857,9.0,7.6,5.6,6.8,8.3,7.3,5.0,-1,,0
RA-780,2024,1,7.743033333,9.5,10.0,5.6,6.0,9.0,8.2,5.0,-1,,0
RA-1057,2024,1,8.2352,10.0,10.0,6.3,8.0,8.8,8.2,5.0,-1,,0
RA-1062,2024,1,7.61472381,8.0,9.0,5.6,7.3,8.8,8.1,5.0,-1,,0
RA-1429,2024,1,8.041811111,9.5,8.9,7.5,7.8,9.0,8.1,5.0,-1,,0
RA-1430,2024,1,7.864033333,8.5,10.0,7.5,6.3,9.0,8.1,5.0,-1,,0
RA-767,2024,1,8.131890476,9.5,9.0,7.5,8.3,8.5,8.1,5.0,-2,,0
RA-943,2024,1,8.965033333,10.0,10.0,7.5,8.0,9.0,8.6,10.0,0,,0
RA-782,2024,1,8.189628571,9.5,7.9,7.5,7.8,7.5,8.1,10.0,0,,0
RA-795,2024,1,8.441414286,9.5,9.8,6.3,9.5,9.0,8.1,5.0,-1,,0
RA-1431,2024,1,7.914729244,9.0,7.7,7.5,8.0,8.0,9.1,5.0,-1,,0
RA-1432,2024,1,8.774075,10.0,10.0,7.5,9.5,9.2,8.5,5.0,-1,,0
RA-1433,2024,1,8.193989596,8.5,9.1,7.5,8.8,8.3,8.5,5.0,-1,,0
RA-1434,2024,1,8.277598292,8.5,8.0,6.3,9.0,9.5,9.8,5.0,-1,,0
RA-958,2024,1,9.531325,10.0,10.0,6.3,10.0,9.5,9.8,10.0,0,,0
RA-961,2024,1,6.529417909,9.0,8.9,6.3,5.5,5.9,5.2,5.0,-1,,0
RA-1435,2024,1,7.719616667,9.5,7.8,7.5,7.5,7.2,6.2,10.0,0,,0
RA-755,2024,1,8.92545,10.0,10.0,7.5,9.8,9.1,9.1,5.0,-1,,0
RA-1436,2024,1,7.589914648,7.4,8.7,7.5,8.0,8.3,7.2,5.0,-1,,0
RA-1437,2024,1,7.982890217,8.5,9.3,7.5,8.0,8.3,7.9,5.0,-1,,0
RA-1438,2024,1,8.176825,10.0,9.0,7.5,7.0,8.9,9.2,5.0,-1,,0
RA-1439,2024,1,8.5077,7.5,10.0,7.5,8.5,9.4,9.3,5.0,-1,,0
RA-1440,2024,1,7.469102692,9.0,9.5,7.5,4.5,8.8,8.2,5.0,-1,,0
RA-1441,2024,1,8.96164617,9.5,9.1,7.5,8.5,9.4,9.0,10.0,0,,0
RA-1442,2024,1,7.135189648,8.0,8.7,7.5,7.3,7.5,5.7,5.0,-2,,0
RA-1443,2024,1,6.921633333,6.9,7.5,6.3,6.8,7.7,7.4,5.0,-2,,0
RA-1444,2024,1,6.610588889,8.5,5.3,7.5,6.0,7.7,7.4,5.0,-1,,0
RA-956,2024,1,6.117590646,9.5,6.0,6.9,3.3,7.1,7.1,5.0,-1,,0
RA-952,2024,1,8.853624242,9.5,9.5,6.3,8.5,8.3,9.2,10.0,0,,0
RA-939,2024,1,7.051379842,9.0,8.9,5.6,5.0,8.1,7.5,5.0,-1,,0
RA-953,2024,1,7.961241502,9.0,6.9,6.3,8.5,8.1,7.8,10.0,0,,0
RA-954,2024,1,8.282379842,9.5,8.9,6.3,7.8,8.1,7.8,10.0,0,,0
RA-792,2024,1,6.036012253,8.5,5.3,7.5,3.3,8.1,7.1,5.0,-1,,0
RA-1000,2024,1,8.364790909,9.0,9.5,6.3,7.8,8.1,7.8,10.0,0,,0
RA-763,2024,1,6.984760606,9.0,8.9,6.3,5.3,7.7,6.8,5.0,-1,,0
RA-1001,2024,1,7.796431884,7.5,9.3,7.5,7.8,7.9,7.9,5.0,-1,,0
RA-1445,2024,1,7.842866667,9.5,9.5,7.5,7.3,7.9,7.5,5.0,-1,,0
RA-1446,2024,1,5.900406192,8.0,6.7,6.3,0.0,7.3,7.1,10.0,0,,1
RA-768,2024,1,7.034537945,9.0,8.0,6.3,5.5,8.1,7.5,5.0,-1,,0
RA-1447,2024,1,7.540235088,9.5,9.7,7.5,5.3,7.9,7.8,5.0,-1,,0
RA-980,2024,1,7.946388312,9.0,9.1,7.5,6.3,7.5,7.4,10.0,0,,0
RA-982,2024,1,8.119860173,10.0,8.4,7.5,8.3,6.9,6.8,10.0,0,,0
RA-1448,2024,1,7.466126407,9.0,9.5,7.5,6.0,7.5,7.3,5.0,-2,,0
RA-1070,2024,1,6.287171862,9.0,9.3,5.6,2.3,6.9,6.6,5.0,-1,,0
RA-985,2024,1,8.2432,8.5,10.0,6.3,7.5,7.5,7.6,10.0,0,,0
RA-986,2024,1,8.260340693,10.0,9.3,6.3,8.5,7.1,6.8,10.0,0,,0
RA-810,2024,1,7.704770175,7.5,9.5,5.6,9.0,6.5,7.8,5.0,-1,,0
RA-987,2024,1,8.302886147,9.0,9.1,7.5,7.5,7.7,7.8,10.0,0,,0
RA-988,2024,1,8.176533333,9.5,10.0,7.5,7.8,8.3,8.0,5.0,-1,,0
RA-805,2024,1,6.937586905,8.5,9.5,4.4,6.0,7.0,6.7,5.0,-1,,0
RA-806,2024,1,6.972777381,8.5,6.9,7.5,6.8,7.7,6.9,5.0,-1,,0
RA-807,2024,1,7.797628571,9.0,7.9,7.5,7.0,7.5,7.1,10.0,0,,0
RA-808,2024,1,8.7897,9.0,10.0,7.5,8.8,8.1,7.9,10.0,0,,0
RA-963,2024,1,8.375080952,7.5,9.8,7.5,7.5,8.1,8.0,10.0,0,,0
RA-989,2024,1,7.374378571,9.5,7.9,6.3,6.0,7.2,6.5,10.0,0,,0
RA-964,2024,1,7.548241667,9.5,8.3,7.5,7.3,8.0,7.2,5.0,-1,,0
RA-1449,2024,1,7.214341667,7.4,8.3,7.5,6.8,8.0,7.0,5.0,-1,,0
RA-801,2024,1,6.6752,9.0,5.8,7.5,8.0,6.3,5.7,5.0,-1,,0
RA-1450,2024,1,7.405235714,9.5,8.6,7.5,3.5,7.8,7.5,10.0,0,,0
RA-984,2024,1,8.475080952,9.5,9.8,7.5,7.0,8.1,8.0,10.0,0,,0
RA-1451,2024,1,7.560479762,10.0,8.8,7.5,6.0,8.0,7.8,5.0,-1,,0
RA-967,2024,1,5.442610714,9.5,3.6,7.5,4.8,5.8,5.0,5.0,-1,,1
RA-968,2024,1,7.840354762,9.0,8.8,7.5,7.8,8.4,7.7,5.0,-1,,0
RA-521,2024,2,7.479842857,8.0,9.0,5.0,6.3,6.7,7.3,10.0,0,,0
RA-821,2024,2,6.643866667,8.5,5.9,7.5,4.3,6.7,6.7,10.0,0,,0
RA-1075,2024,2,6.810081232,7.5,8.5,3.8,6.0,7.7,7.6,5.0,-1,,0
RA-1048,2024,2,7.519866667,8.5,6.8,6.3,6.3,7.7,8.3,10.0,1,,1
RA-1082,2024,2,6.611485714,7.5,7.6,10.0,3.8,7.1,6.9,5.0,-1,,0
RA-680,2024,2,4.980071429,0.0,6.6,5.6,3.0,6.7,6.6,5.0,-1,,1
RA-698,2024,2,7.336319048,9.0,8.3,6.9,4.5,7.3,7.3,10.0,0,,0
RA-1452,2024,2,8.626866667,9.0,10.0,7.5,7.8,7.9,8.2,10.0,0,,0
RA-1453,2024,2,7.123485714,8.5,7.8,6.3,6.5,7.5,7.7,5.0,-1,,0
RA-1454,2024,2,7.70422381,8.0,5.9,7.5,7.8,7.7,8.3,10.0,0,,0
RA-1455,2024,2,6.644255556,8.0,7.8,7.5,3.5,7.7,7.8,5.0,-1,,0
RA-529,2024,2,5.266128572,7.0,6.6,4.4,4.3,4.8,4.9,5.0,-1,,1
RA-1456,2024,2,8.492914286,9.5,9.5,7.5,7.8,7.5,7.9,10.0,0,,0
RA-1015,2024,2,6.643252381,7.9,7.8,7.5,4.0,6.0,5.7,10.0,0,,0
RA-483,2024,2,6.578604762,8.5,5.6,6.3,5.3,8.1,8.1,5.0,-1,,0
RA-497,2024,2,4.496080952,7.5,6.1,5.6,1.0,5.6,3.5,5.0,-1,,1
RA-1457,2024,2,6.01977619,3.5,8.0,7.5,2.8,7.3,7.7,5.0,-1,,0
RA-688,2024,2,8.986533333,9.5,10.0,8.1,7.5,8.3,9.5,10.0,0,,0
RA-696,2024,2,7.482680952,7.4,7.8,7.5,5.3,7.7,8.0,10.0,0,,0
RA-1458,2024,2,5.879073684,8.8,7.3,7.5,3.3,6.0,5.2,5.0,-1,,1
RA-1034,2024,2,8.033366667,7.5,8.1,7.5,7.5,7.7,8.2,10.0,0,,0
RA-491,2024,2,6.995247619,7.5,9.0,7.5,5.3,7.1,7.2,5.0,-1,,0
RA-1027,2024,2,8.220866667,9.5,10.0,7.5,5.3,7.9,8.4,10.0,0,,0
RA-1023,2024,2,9.498580952,9.5,9.5,9.4,9.5,9.0,9.6,10.0,0,,0
RA-686,2024,2,8.040259524,8.0,8.8,6.9,7.3,8.4,7.5,10.0,0,,0
RA-480,2024,2,7.260202381,6.3,8.1,7.5,5.0,7.8,7.4,10.0,0,,0
RA-1459,2024,2,6.665390476,8.0,8.3,7.5,3.8,7.5,7.3,5.0,-1,,0
RA-1460,2024,2,6.784805263,9.5,7.5,7.5,3.3,6.9,6.3,10.0,0,,0
RA-1017,2024,2,7.345521429,9.5,7.8,6.3,5.0,7.2,7.4,10.0,0,,0
RA-499,2024,2,7.57947381,8.5,9.0,7.5,4.8,7.2,7.5,10.0,0,,0
RA-514,2024,2,6.219580952,9.0,7.6,4.4,3.0,5.6,6.0,10.0,0,,0
RA-1461,2024,2,6.871961905,10.0,9.3,7.5,2.8,7.5,7.3,5.0,-1,,0
RA-1462,2024,2,7.624366667,8.5,10.0,7.5,6.5,8.1,7.1,5.0,-1,,0
RA-1463,2024,2,9.074561111,8.5,9.7,7.5,10.0,9.1,8.1,10.0,0,,0
RA-1464,2024,2,7.288424359,8.0,7.8,7.5,6.3,9.1,7.6,5.0,-1,,0
RA-687,2024,2,8.273984461,7.5,9.2,7.5,7.3,8.8,8.0,10.0,0,,0
RA-1030,2024,2,7.740191604,7.4,8.3,4.4,8.0,7.8,7.6,10.0,0,,0
RA-1465,2024,2,7.334466667,7.4,8.8,7.5,5.8,8.8,7.8,5.0,-1,,0
RA-522,2024,2,8.677711905,8.0,9.5,7.5,9.0,8.4,7.9,10.0,0,,0
RA-501,2024,2,8.277947494,7.0,8.0,7.5,8.8,8.4,8.2,10.0,0,,0
RA-1466,2024,2,8.21372381,10.0,7.4,7.5,7.5,8.8,8.1,10.0,0,,0
RA-502,2024,2,8.502330952,9.0,9.8,3.8,8.0,9.1,8.8,10.0,0,,0
RA-1467,2024,2,8.836711278,9.0,9.0,7.5,9.3,8.8,8.3,10.0,0,,0
RA-1468,2024,2,8.128102882,8.5,9.0,7.5,7.0,8.4,7.4,10.0,0,,0
RA-527,2024,2,8.140366667,9.0,10.0,7.5,6.0,8.1,7.4,10.0,0,,0
RA-1469,2024,2,7.459755556,8.5,9.4,7.5,4.8,8.8,8.2,5.0,-1,,0
RA-1470,2024,2,5.967421532,8.0,6.4,6.3,5.0,6.9,5.4,5.0,-1,,1
RA-1471,2024,2,7.404455435,10.0,7.2,7.5,7.5,7.7,7.2,5.0,-1,,0
RA-710,2024,2,7.036624134,9.2,8.2,5.6,6.8,7.7,6.5,5.0,-1,,0
RA-1472,2024,2,8.773575,8.5,10.0,7.5,8.8,8.0,8.1,10.0,0,,0
RA-837,2024,2,7.964846739,7.5,9.8,6.9,6.8,7.0,7.6,10.0,0,,0
RA-549,2024,2,6.539818789,10.0,7.2,6.3,5.8,6.4,5.9,5.0,-1,,0
RA-571,2024,2,6.296455435,7.0,8.7,4.4,5.3,7.0,5.8,5.0,-1,,0
RA-731,2024,2,4.770487338,9.5,4.2,4.4,2.5,5.8,4.8,5.0,-1,,1
RA-706,2024,2,5.870196429,0.0,7.1,6.3,3.3,7.7,7.0,10.0,0,,1
RA-707,2024,2,6.497561842,7.9,7.7,4.4,6.5,6.4,6.4,5.0,-1,,0
RA-1044,2024,2,7.966711905,7.5,9.5,7.5,7.0,7.2,7.2,10.0,0,,0
RA-1054,2024,2,6.985788509,9.5,7.3,7.5,6.3,7.2,6.8,5.0,-1,,0
RA-721,2024,2,8.898602692,9.0,9.5,8.1,8.3,8.8,8.8,10.0,0,,0
RA-1473,2024,2,6.689320601,9.5,8.4,5.6,5.3,6.6,6.4,5.0,-1,,0
RA-735,2024,2,7.788846739,8.0,9.8,6.3,8.0,7.7,7.7,5.0,-1,,0
RA-712,2024,2,6.223637371,7.5,6.0,5.6,6.8,6.6,6.0,5.0,-1,,0
RA-1103,2024,2,7.861995031,8.5,7.8,7.5,7.3,7.5,7.5,10.0,0,,0
RA-570,2024,2,6.813364079,8.0,8.0,5.6,6.8,7.2,6.4,5.0,-1,,0
